18.176,15.280,20.892,18.780,19.756,18.520,19.424,17.760,16.640,15.284,15.272,15.380,19.648,17.188,18.868,17.288,14.600,18.304,17.308,18.208,15.616,18.636,19.860,17.736,18.536,19.540,16.848,17.396,18.080,17.288,19.344,20.012,19.540,16.736,17.512,17.416,20.324,17.744,20.080,20.980,15.856,18.204,20.108,15.728,16.056,16.496,19.320,19.320,17.316,16.176,18.524,19.972,16.508,17.636,17.512,19.524,18.068,17.756,16.520,16.524,18.532,18.188,19.752,18.088,17.196,17.084,19.776,19.088,18.404,19.100,20.896,14.044,16.400,15.836,20.644,17.208,17.520,18.092,16.640,19.080,16.728,15.728,17.076,19.656,16.408,15.712,20.104,16.856,16.648,18.088,16.288,15.832,15.720,16.504,16.520,16.524,20.648,18.860,17.848,19.668,14.172,17.200,16.844,16.508,20.320,17.520,18.756,20.004,18.176,19.640,18.520,17.204,20.544,14.256,17.168,17.168,18.200,13.832,16.732,17.644,20.644,15.720,15.856,19.340,20.456,19.412,17.744,16.292,15.860,19.892,19.528,21.440,14.836,15.512,17.984,19.208,16.612,18.636,19.088,14.608,18.532,19.764,18.064,20.332,16.408,17.864,16.968,16.404,18.292,15.608,18.876,20.552,18.544,19.868,18.848,19.776,16.072,17.064,19.204,19.296,18.980,18.448,16.628,18.648,17.400,14.708,16.988,18.424,16.740,19.092,18.412,18.736,18.980,15.500,15.184,14.836,18.740,16.948,17.984,19.320,16.296,17.736,19.636,18.876,20.672,16.636,18.540,18.632,16.168,15.840,18.984,17.200,15.848,18.628,16.500,16.736,17.200,16.632,18.432,17.508,18.848,17.868,15.956,19.228,17.512,14.380,17.304,17.524,15.396,16.520,17.620,18.068,15.620,15.168,19.096,18.308,18.300,17.964,19.312,16.080,19.336,15.044,14.944,17.520,20.676,15.504,18.416,20.104,20.204,14.936,15.848,18.300,15.620,14.828,17.952,17.748,15.956,15.516,20.004,16.172,17.512,13.824,17.084,21.000,17.512,18.748,20.096,19.108,19.336,17.976,
16.164,18.080,18.424,19.088,15.048,16.048,18.764,19.332,17.744,16.164,17.848,15.848,17.316,19.544,19.184,15.500,20.108,19.220,16.740,19.756,14.260,19.900,15.732,15.952,18.296,18.972,17.196,17.316,18.416,18.308,17.288,15.388,21.228,20.096,20.872,19.184,17.856,19.780,14.944,16.832,18.516,16.628,15.728,18.416,18.636,14.928,16.176,15.176,19.552,18.068,19.192,15.292,18.324,17.872,16.736,18.516,18.416,16.180,15.732,18.636,18.968,16.960,19.216,18.544,20.880,17.520,18.304,15.172,20.212,15.612,19.984,19.100,19.200,19.536,16.056,15.388,17.408,15.500,15.508,17.848,19.416,17.868,16.396,17.412,17.292,20.756,16.412,20.796,18.304,19.076,17.632,17.752,18.088,17.304,17.400,19.416,18.084,17.432,15.720,20.080,20.540,19.656,14.840,18.416,14.928,18.064,17.856,18.996,18.080,18.184,18.304,18.192,17.856,16.184,18.972,15.156,19.088,16.972,17.532,18.072,18.632,18.432,18.988,14.944,19.536,19.072,18.760,15.860,20.224,18.740,18.748,19.756,15.744,17.308,18.408,16.612,20.792,15.844,17.636,18.300,17.852,18.756,19.452,17.292,17.288,17.620,20.892,17.876,18.656,15.492,16.616,15.848,19.432,19.544,20.088,15.828,19.448,16.300,19.316,18.532,16.508,17.064,17.080,16.168,18.992,18.852,18.088,18.320,16.732,17.072,16.724,15.044,21.228,18.652,15.164,18.964,14.940,18.308,19.888,19.096,14.928,17.396,18.536,19.216,19.556,14.600,17.176,18.316,14.272,17.624,16.284,17.068,19.784,14.280,18.212,16.860,20.868,17.856,18.092,17.196,19.744,18.520,15.628,18.540,16.532,20.352,17.512,15.272,19.784,15.400,19.316,18.632,15.836,17.308,18.892,17.180,18.520,14.824,18.988,14.500,18.644,18.764,15.384,18.860,16.972,18.536,17.528,19.972,17.416,16.408,20.676,16.516,16.508,19.320,19.780,18.108,17.284,17.732,17.988,17.864,13.828,18.316,17.180,15.272,15.960,20.796,19.764,15.376,18.856,14.732,
15.176,18.876,18.184,17.752,16.200,17.888,17.308,15.936,17.196,19.100,18.296,17.408,16.728,18.292,15.848,20.112,18.084,16.168,17.060,17.088,18.204,18.648,17.736,16.192,16.640,18.080,19.304,17.616,20.440,18.760,19.988,17.732,18.080,18.660,18.656,20.564,19.308,20.536,18.872,14.604,20.120,14.932,16.724,17.420,14.952,17.308,19.532,17.624,15.168,16.524,18.088,21.104,15.056,16.180,16.188,19.312,19.204,20.096,18.644,18.192,19.092,16.720,15.836,17.192,16.744,18.204,19.312,15.156,19.416,17.188,17.968,20.552,18.968,16.060,19.656,18.532,16.632,16.172,17.516,17.420,18.868,17.528,19.080,17.960,17.764,18.660,18.872,17.728,17.396,20.992,16.412,20.880,18.296,17.740,16.968,17.860,19.968,20.080,16.184,19.436,18.316,17.760,15.164,20.332,17.756,15.732,17.300,17.512,17.960,20.548,15.056,18.520,17.288,16.516,17.528,18.644,15.488,18.292,19.200,19.200,18.416,18.628,17.624,20.212,20.884,19.092,18.972,15.504,16.396,17.304,18.976,16.292,20.560,17.976,17.308,17.756,18.192,19.776,20.104,19.552,18.744,16.848,19.212,18.988,15.836,14.380,19.540,18.316,15.740,17.524,19.196,17.740,18.648,19.436,17.620,16.732,18.312,16.976,17.200,18.744,17.952,17.528,18.544,17.644,18.088,16.844,15.960,17.872,17.756,17.520,18.636,15.944,20.008,17.760,16.072,18.412,16.840,19.980,18.656,16.176,14.828,17.952,16.524,15.172,19.772,18.080,15.496,16.964,18.776,18.644,20.536,19.652,18.204,16.420,18.764,15.824,19.088,18.544,20.556,19.760,16.944,14.844,20.788,18.308,19.644,21.092,17.872,15.616,17.748,17.288,14.596,18.988,15.400,20.560,20.656,17.852,16.304,16.068,20.332,19.520,15.936,16.412,18.304,17.084,18.960,18.748,18.868,17.864,14.948,17.516,17.176,17.644,18.760,17.192,19.196,19.748,17.308,17.300,17.532,17.404,20.652,20.432,16.076,17.096,17.392,17.616,17.412,16.532,16.520,14.724,
18.304,18.320,15.736,17.644,17.176,15.388,18.420,20.000,16.852,17.060,18.524,16.512,19.760,18.660,19.860,18.288,16.964,18.316,21.216,19.080,20.532,17.304,15.396,17.972,16.952,17.296,18.084,17.300,20.444,16.632,18.180,17.624,15.736,17.192,17.068,17.188,19.884,16.960,16.396,19.320,20.424,17.296,16.520,17.528,19.756,18.736,15.840,20.208,17.100,16.068,17.508,16.724,16.624,19.988,16.516,18.856,17.064,17.624,17.184,19.544,18.196,17.404,20.440,20.884,21.216,19.196,18.420,16.520,18.540,16.968,16.276,17.636,15.404,17.756,20.440,18.064,19.316,17.532,17.324,18.316,16.168,16.616,19.656,17.744,17.404,17.180,18.632,17.752,18.080,18.308,20.436,17.632,15.052,18.316,18.660,15.740,18.288,19.524,17.080,19.652,16.392,18.308,17.516,18.980,17.424,20.004,17.976,18.076,17.960,18.640,20.104,18.664,16.960,19.984,18.084,19.320,19.660,17.064,18.184,14.260,18.192,19.656,14.392,18.292,17.740,16.868,18.084,18.196,19.076,17.176,14.036,18.756,16.520,20.884,17.504,16.296,15.840,16.524,18.308,19.432,19.528,20.568,18.884,20.116,19.084,19.080,17.308,14.952,18.984,17.624,16.612,19.000,17.072,19.112,14.708,17.848,17.740,19.536,18.336,15.616,17.512,16.168,17.300,18.876,17.200,15.600,18.064,16.636,16.740,17.980,14.488,20.540,15.524,16.636,16.412,16.832,16.960,18.648,19.100,18.544,17.848,17.508,18.760,19.764,18.084,16.512,16.948,17.976,16.960,19.880,19.752,17.280,19.760,16.852,17.752,19.656,16.512,18.980,16.404,15.288,18.540,16.724,20.528,20.440,16.184,15.628,17.732,16.052,16.388,16.756,17.088,19.764,17.064,17.056,18.416,17.756,16.524,19.300,18.304,15.740,20.448,18.424,16.616,17.628,17.984,17.088,15.956,19.976,20.532,16.528,17.412,14.488,19.760,19.200,15.380,18.428,16.744,18.424,17.292,15.496,18.204,19.892,19.104,17.168,14.708,20.776,18.420,15.836,17.852,17.392,
17.408,19.112,16.520,16.512,18.412,15.604,16.512,17.188,15.852,17.404,16.392,16.628,18.196,19.660,17.524,15.716,15.380,17.628,17.992,16.744,14.480,17.636,19.524,16.400,18.760,16.856,17.056,19.972,17.072,21.012,16.956,18.632,17.852,18.208,18.876,15.064,18.516,14.148,19.532,17.652,18.096,18.544,16.840,19.200,16.296,18.760,18.988,16.272,19.192,18.632,19.564,15.512,18.300,17.512,18.320,14.512,17.984,19.884,20.316,18.308,16.860,17.308,18.084,16.948,17.512,20.000,18.768,16.748,18.068,16.952,17.080,15.944,20.892,16.744,14.600,18.180,16.852,18.200,17.980,19.756,18.292,20.324,19.320,18.756,18.188,18.516,17.416,16.628,17.988,17.084,16.620,15.504,17.304,18.544,17.412,16.840,14.704,18.072,15.964,17.864,16.508,18.300,20.548,17.528,16.624,20.228,19.304,15.040,17.960,20.556,17.972,19.408,19.196,18.312,15.844,17.752,16.168,17.620,19.764,15.276,19.088,17.764,17.628,17.396,18.324,18.324,18.660,17.728,16.840,17.068,18.192,16.184,14.040,17.168,17.624,14.488,18.660,15.292,18.752,16.284,16.840,16.640,15.740,19.092,15.944,17.848,16.732,18.760,15.056,20.096,20.976,17.308,16.864,14.712,20.556,16.944,17.396,16.528,17.416,20.452,17.412,14.380,17.844,16.860,18.204,16.068,19.076,18.848,17.528,19.884,16.968,15.612,16.952,21.008,16.728,20.212,19.640,14.488,17.860,18.304,17.748,17.852,15.048,18.876,16.732,14.492,18.212,15.492,19.644,19.092,20.108,17.184,16.608,17.736,17.764,19.220,17.304,20.656,19.076,18.084,19.212,17.760,15.624,19.092,16.288,17.632,18.528,20.212,17.172,18.064,19.308,19.760,16.296,16.836,18.856,18.528,18.200,20.328,18.744,17.176,18.964,18.876,14.852,17.288,16.392,14.936,18.536,18.424,17.088,18.764,18.188,16.056,16.064,20.668,19.992,14.488,18.292,19.104,16.744,15.392,18.428,15.384,19.748,17.196,18.084,17.080,16.500,17.068,16.852,16.080,
17.632,14.716,18.964,18.760,17.532,17.524,19.968,19.520,19.888,17.532,15.272,19.308,19.116,19.324,20.120,18.516,14.604,15.860,18.644,16.408,18.624,17.952,16.628,15.720,21.104,17.516,19.296,18.648,17.424,15.060,15.164,18.304,18.772,19.660,17.964,20.644,19.544,16.636,18.192,16.848,16.948,14.828,17.184,18.668,17.972,17.284,16.516,19.548,19.652,17.972,18.412,19.648,20.444,20.884,16.500,18.636,17.532,19.888,17.636,16.168,16.384,15.940,18.200,13.704,19.872,19.080,16.956,16.516,19.536,18.312,19.536,16.836,16.520,15.608,17.088,18.860,20.220,19.888,14.512,17.060,17.180,21.008,16.632,15.740,15.064,20.424,19.640,17.972,15.404,19.196,18.292,20.324,17.304,16.060,18.292,13.812,17.524,16.644,16.064,21.004,17.848,18.864,19.080,16.628,16.632,14.716,18.180,17.856,17.876,17.748,16.500,17.280,17.872,20.228,19.656,16.840,18.960,15.628,17.412,20.336,19.304,16.608,18.092,16.740,17.864,18.180,15.268,17.200,18.312,18.300,15.740,15.280,20.780,16.300,17.412,17.864,20.988,14.268,18.884,18.768,20.328,16.280,18.192,19.440,19.436,15.276,17.848,20.436,15.392,15.852,19.532,15.732,15.724,19.764,19.200,15.052,19.748,16.408,15.384,18.528,19.868,20.876,18.548,19.880,19.884,16.048,15.156,20.324,16.644,19.104,17.520,19.640,18.316,15.964,15.512,16.180,18.632,17.072,17.860,19.544,17.736,19.192,16.276,17.640,16.648,19.540,19.752,17.956,16.404,15.736,20.676,18.856,18.872,17.860,15.852,17.744,18.080,18.540,17.636,18.320,18.404,19.856,17.972,16.516,16.412,18.856,15.712,19.652,16.520,18.332,18.852,18.068,15.852,17.648,20.108,16.164,18.188,17.300,18.644,17.408,15.720,20.536,17.652,20.456,17.872,17.852,18.408,19.092,15.408,18.196,17.740,16.064,15.964,19.884,18.312,16.516,17.616,15.740,17.516,18.988,18.864,17.848,17.504,16.952,14.944,18.648,16.504,15.164,16.624,19.992,
19.316,15.720,18.968,16.624,16.076,16.868,19.300,13.812,19.660,15.852,16.984,18.296,16.500,16.640,17.652,19.328,15.608,18.076,18.968,15.172,18.984,17.196,18.964,19.196,19.996,20.324,20.992,19.184,16.520,16.856,19.104,18.424,16.272,18.968,15.740,15.388,18.208,15.152,15.836,17.980,19.544,16.860,15.844,17.296,17.852,16.076,17.316,20.228,15.156,17.072,16.960,17.300,18.988,17.964,16.608,16.736,18.648,19.092,17.964,19.636,17.752,15.176,14.712,20.336,19.752,16.496,17.308,16.516,17.532,18.296,19.524,17.412,16.852,17.864,16.752,15.264,17.176,20.452,18.444,18.444,16.844,19.532,18.084,18.540,15.608,18.404,20.540,18.868,19.212,17.532,17.416,18.636,17.752,16.728,16.856,18.536,16.948,21.324,18.416,18.088,16.520,17.848,20.764,17.772,15.956,14.052,17.188,18.076,18.416,20.224,16.400,16.968,18.520,18.528,18.864,16.400,21.016,20.420,17.740,18.200,16.412,16.284,18.756,20.192,15.832,17.636,18.328,17.432,20.764,16.728,17.632,14.832,18.528,17.408,17.176,19.420,18.652,16.296,17.408,18.852,15.828,19.776,16.420,16.732,19.080,20.864,16.972,17.856,15.400,19.436,17.168,16.612,18.112,18.192,16.976,17.168,18.740,18.316,19.664,16.968,17.744,16.724,19.424,18.196,17.528,18.204,20.092,17.872,15.856,16.392,16.968,17.860,19.420,18.536,17.088,17.412,17.532,17.060,17.288,16.748,18.764,17.748,15.500,19.520,20.672,19.880,20.208,19.864,20.428,17.764,19.432,17.512,15.948,14.932,18.208,16.180,16.756,17.864,17.848,19.744,18.984,16.192,20.776,18.196,16.724,16.076,16.408,17.856,16.076,18.740,16.400,17.868,19.784,17.864,17.288,17.856,21.236,20.772,16.628,16.844,16.724,18.440,14.276,19.096,18.092,15.944,14.824,15.516,17.872,17.868,20.656,19.308,20.216,17.756,17.536,20.660,18.076,20.792,18.528,16.196,17.744,15.948,21.216,20.452,16.072,17.176,17.176,18.628,19.660,16.864,
14.608,20.428,20.644,18.644,18.772,18.764,19.196,20.336,19.768,18.304,20.084,19.192,18.860,16.400,17.756,16.980,16.388,16.840,19.872,18.432,18.096,19.072,17.840,16.628,16.516,18.996,18.856,14.828,19.900,19.996,17.084,18.208,17.072,16.624,18.760,20.324,16.744,16.284,17.628,17.200,19.320,20.328,20.984,18.076,15.964,18.988,20.340,19.760,19.860,19.096,17.868,19.316,19.296,18.180,16.404,16.400,17.988,14.600,17.504,18.536,15.944,18.536,16.832,17.628,18.980,15.396,17.532,19.884,15.828,18.848,16.856,17.292,19.676,18.076,18.068,19.672,17.308,18.204,20.192,16.168,16.392,17.408,18.648,15.500,17.172,14.824,16.072,16.764,16.980,17.516,19.644,18.192,17.312,16.296,18.632,17.532,18.536,17.880,15.960,16.736,17.408,16.956,18.436,19.556,17.092,16.972,20.308,18.400,18.872,14.392,18.980,21.104,20.528,19.104,16.080,16.400,20.316,17.844,15.072,17.092,19.904,15.824,15.040,18.308,18.532,16.632,18.988,16.732,17.848,17.188,17.084,18.428,17.972,16.840,20.996,17.196,16.084,16.852,17.072,17.984,19.452,17.304,16.516,16.276,18.068,14.832,16.868,17.532,16.392,16.848,18.980,16.064,16.404,17.872,17.172,19.540,18.204,17.296,13.824,19.868,15.712,16.272,20.552,17.412,17.080,16.832,19.080,18.316,16.752,18.760,19.324,17.176,17.856,18.320,18.092,14.836,16.048,21.200,16.524,16.628,17.524,16.732,16.160,16.524,19.676,19.988,17.284,15.720,20.000,20.240,17.084,17.088,18.404,17.624,18.980,17.532,16.736,15.396,19.084,17.528,16.972,17.772,16.740,15.056,19.752,17.084,19.884,16.060,18.176,15.280,19.892,20.236,18.544,16.164,15.152,19.432,19.556,16.856,15.384,18.412,19.668,17.980,16.972,17.728,17.972,17.308,20.784,16.636,16.304,20.880,19.084,16.508,15.060,16.868,20.324,18.184,15.624,20.772,17.764,15.868,18.632,19.976,17.304,16.176,18.988,16.392,20.428,17.868,16.728,18.644,
16.740,19.308,21.116,17.308,14.836,18.184,18.860,16.512,17.768,17.740,17.512,19.212,17.308,20.996,17.852,20.980,19.760,18.432,19.664,18.296,17.180,18.204,14.960,17.960,18.520,17.176,16.968,18.100,20.212,17.848,19.668,19.104,17.868,18.628,18.300,16.528,16.852,17.420,14.484,20.192,17.984,18.548,17.968,19.312,20.764,16.848,17.968,18.332,17.168,18.288,15.732,21.560,20.888,17.392,16.168,21.444,18.212,16.388,18.628,17.168,17.416,16.392,18.308,15.720,17.300,15.744,16.980,19.660,18.964,17.756,15.172,17.872,19.768,13.936,17.736,16.732,19.872,15.516,18.972,18.180,17.196,15.944,15.512,19.860,19.308,18.764,15.508,18.552,19.084,15.716,15.844,17.636,19.648,18.076,15.600,18.648,16.404,17.308,18.756,18.972,15.740,15.964,16.756,15.636,17.956,15.936,18.528,18.420,17.072,18.864,17.628,16.296,19.312,16.964,19.528,16.280,16.624,18.664,17.312,20.320,19.420,17.508,18.884,17.436,18.212,16.948,19.080,19.428,19.648,19.884,17.056,15.504,15.844,15.504,18.980,20.420,20.084,18.092,14.400,18.068,17.848,16.952,16.984,14.492,18.964,20.096,17.756,17.300,19.884,18.308,16.168,16.060,18.552,16.192,19.880,17.180,16.160,15.964,14.840,14.288,17.732,17.400,18.752,15.404,17.636,20.424,16.608,16.868,15.172,19.896,19.648,16.276,18.544,18.876,16.520,15.836,18.296,19.652,19.880,18.660,13.932,19.640,17.860,15.072,16.636,20.088,18.756,17.532,17.644,18.184,17.952,14.940,19.548,20.780,19.420,18.852,18.764,16.856,18.988,17.964,17.516,19.200,17.076,18.076,20.096,19.860,17.864,15.172,16.080,20.664,19.872,18.300,16.856,18.756,18.420,16.496,14.256,17.632,15.620,21.332,18.860,19.208,18.980,16.632,17.512,19.416,17.524,20.116,17.648,16.624,18.408,17.860,15.736,17.304,18.768,18.408,16.976,17.400,18.428,18.404,16.844,15.608,17.200,17.308,18.528,18.740,17.644,14.716,18.304,19.296,
18.188,16.856,14.736,17.860,18.520,20.772,18.096,14.388,18.640,17.520,17.080,18.200,16.516,18.204,19.532,19.424,17.868,16.184,16.072,18.632,18.744,15.184,20.660,14.724,20.884,19.640,17.752,16.636,19.772,19.312,17.852,18.988,19.772,19.320,17.844,18.424,17.988,18.416,20.656,17.964,17.424,16.068,20.220,18.532,20.096,20.104,17.864,16.404,17.640,17.848,15.832,19.100,14.388,18.996,19.308,18.184,17.212,18.768,17.764,18.852,19.300,17.196,20.672,15.616,19.308,18.740,18.092,17.196,16.404,17.744,20.760,20.792,17.864,17.520,20.092,18.400,16.964,16.300,19.872,17.968,15.376,18.080,19.344,17.424,17.624,21.096,20.340,16.744,18.872,18.296,15.276,20.208,20.892,18.748,15.936,18.184,18.088,16.748,19.880,19.196,16.280,15.604,16.532,15.960,19.644,16.624,19.528,18.644,15.172,20.676,17.628,20.772,21.464,16.516,18.424,19.968,19.880,17.968,20.004,16.384,16.064,16.168,20.016,16.404,17.876,16.840,17.068,19.428,18.640,19.104,17.964,18.416,17.868,16.412,16.628,16.400,19.196,18.988,17.416,19.548,16.060,18.748,15.844,18.424,15.284,19.524,15.156,17.532,16.972,17.756,18.860,17.616,14.384,19.312,16.296,17.628,18.192,18.536,18.880,17.084,19.416,17.280,16.420,17.972,21.232,20.192,15.724,16.180,19.424,18.080,17.512,18.076,18.312,17.524,19.760,17.292,17.404,18.976,16.640,18.540,17.732,18.972,15.852,18.312,15.056,15.720,18.740,17.860,19.768,19.208,18.856,19.076,15.736,16.300,19.656,18.964,18.860,18.308,18.640,17.532,16.384,17.956,17.648,15.852,15.628,19.868,17.852,17.300,15.404,16.180,15.956,14.940,16.400,15.052,18.200,20.776,16.496,16.856,15.188,19.096,19.972,14.044,15.960,18.548,16.740,16.500,19.968,19.432,21.012,15.952,17.176,20.540,16.840,14.164,18.192,18.636,15.272,19.664,15.856,18.756,21.200,18.852,17.752,14.276,17.640,18.624,17.848,17.748,15.064,20.544,
